,Return 1,Return 2
0,0.0,0.0
1,1.3274709636754554,-0.8322534316654107
2,-0.8756148377449333,0.0633337395739277
3,-0.558468324019079,0.07779513930762766
4,-2.2842350380102205,1.001705823664388
5,-0.7336250601730079,0.06351126559125789
6,0.6644607523581916,-0.3931046677133456
7,0.9723565846382058,-0.33484494358701633
8,2.647377322375993e-05,-0.225730579466152
9,-0.19734513619991204,-0.04045072246736703
10,-1.666747082397649,0.7741081193790851
11,0.48497603238013187,-0.038785718410148655
12,0.9921406633977663,-0.20003262554904763
13,-0.8410492693607806,0.09330784317983738
14,0.2604538052759752,-0.2403803245689824
15,0.2956887868514368,-0.305959241311325
16,-0.6770453050230316,0.4136056706405194
17,0.08108033301602834,-0.24223699531982817
18,-0.6879827229226328,0.24929644679320392
19,-0.062161173532335245,0.055022303770276455
20,-0.8228679491255981,0.40717803395244123
21,0.9167923309603785,-0.29398566217710637
22,-0.8071250062128917,0.2615827108655526
23,0.38424085558918,-0.46871237311592645
24,-0.7134261709662475,0.28969371279211453
25,-0.4893683424223552,0.5502163096802546
26,0.7684189784884986,-0.4241613555484172
27,-0.3060317821545992,0.06312627504191518
28,-0.41278792813092513,0.014974362079669122
29,-0.6678346914551724,0.24757247688252712
30,-2.0844729522873764,0.7392606322093536
31,1.0036191648667787,-0.3184794719018769
32,0.3328892968025298,0.062298321640723416
33,-0.3530855821812504,0.21147311615916092
34,-0.7638191531352471,0.2744765323733519
35,-0.9489119168020088,0.4595225718876632
36,-2.346284163541127,0.6828870381220231
37,0.33539480733626437,-0.31210155734796646
38,-1.0858018993297405,0.6070872816765226
39,-0.28174334633763304,0.03335585745890848
40,0.21020593281456054,-0.3164308146670448
41,-1.138863495735068,0.5473932117259529
42,2.2715240857088688,-1.0022282278590515
43,-2.452757664287137,0.6995743658267644
44,3.406282584858198,1.218488842499587
45,-3.2599282437070087,-0.7195923935928747
46,3.7299299396309578,0.8398698039367196
47,-0.7277046340844491,-0.9926601647631973
48,-0.5540073405635599,0.06667846344271203
49,0.0005057221871845373,0.49146046812644434
50,0.7486904127023533,0.797379047254816
51,-0.7778896864347807,-1.068708527962349
52,0.2603330398026729,0.6971661681637026
53,1.0741846797023034,0.9112287039826666
54,-0.20218613578066613,-0.25337356498402935
55,-0.937787815242992,-0.43935634332804685
56,-0.04946840152440275,-0.0688675365665326
57,-0.6729769879208746,-0.5315934438942131
58,1.0780965386160732,0.7043458439651463
59,0.5360995863315855,0.34019276216531935
60,0.8030952402626756,0.004560571095102476
61,1.6216349067860814,0.8522661705059716
62,-0.35989531705909533,-0.1596885248686396
63,-1.9371577040421906,-1.2758522538987902
64,-1.0773987786951307,-0.3155302926467678
65,1.4924770291090084,0.6455563624199169
66,0.5452104222407855,-0.03112448600897109
67,-1.0075733963299933,-0.48970547478333865
68,-0.09190747747195965,0.06496662418938688
69,-0.9805632917785332,-0.598911467566754
70,0.6137459271570618,0.47206691819034585
71,-0.12129505654322537,-0.37238442421640133
72,1.3752750307347708,0.9431811547947022
73,1.5268675108608143,0.7269103734122498
74,0.4303664012255164,0.639317906605588
75,0.14916509445345486,0.11114265266226304
76,-0.6261391121859698,-0.7052285047619109
77,1.1888561806381401,0.8481016096410582
78,0.5204174608781604,0.2070004389772019
79,-0.06281786284656803,-0.20891269895631295
80,0.4659061025357008,0.004066594533219712
81,0.5876932996723464,-0.3148931603674125
82,-1.1630352236718817,-0.8613418384477822
83,0.8542235167743294,0.4434975091155507
84,0.00855468710231038,0.2590414718546671
85,1.13580788596896,0.7763253151709902
86,0.25273032036538545,-0.05319744868910764
87,-1.3116253488301524,-0.5233851647648399
88,-0.6044434052168607,0.3186116226772996
89,-0.6133960143909926,-0.5427897595898021
90,0.8541513544374244,0.7436256941002065
91,-0.4049457029525285,0.1558015909753862
92,-0.0432602036191105,0.10501509061553423
93,-0.6811293521003436,-0.611728236909707
94,0.0697209399104252,-0.14924273265155177
95,-1.1997046406128038,-1.1678331423793844
96,-0.35935864749918345,-0.4936932989910277
97,0.8727311505393232,0.16118706050314796
98,-0.2379822807116167,0.036506885067170876
99,-0.07785383593670145,1.5319236192819125e-05
100,0.4031263349703633,0.2637844004770581
101,-0.579080708553162,-0.3790050363978679
102,0.3836604899344767,-0.02736372246153377
103,-0.08521543462876038,0.012613615875890855
104,-1.1739657825763263,-0.6877744258236671
105,1.7150079039237456,1.4227025810756027
106,3.0298512242177975,1.5540232675816525
107,-1.2974139794016135,-0.5144844156808138
108,1.1102405803658513,0.9031634863273885
109,-1.0337365439571171,-1.2191133233951204
110,0.7992638108768212,0.924184409400379
111,2.180134194123767,1.171705139814069
112,-1.1744992093734503,-0.22168402140242913
113,-0.6440182988109513,-0.2008711611172983
114,2.1144012011824915,1.0236957653036414
115,2.046069193524741,0.9963523165251014
116,0.9111590218994197,0.4782446014954789
117,1.3961932331268414,0.18206118104672103
118,-1.7247165726236175,-0.981022156057988
119,2.6606853597634137,0.9363380481905372
120,-0.015471126912434612,0.20524197308978775
121,0.3812750878956726,0.14087584842615183
122,0.5318352028612879,0.264974790400244
123,2.0403926324658697,1.2532997638189902
124,-0.6443006203832709,-0.518755923132206
125,1.301214700376252,0.6269280758575776
126,0.42972917356591717,-0.00040910982850704243
127,1.6822100601330086,0.8691900079442632
128,1.904870561669245,1.0045332751157692
129,1.187002004404659,0.13384047124449275
130,0.8524950885064563,-0.10631397271581745
131,0.6691706793346835,-0.3864059886925779
132,-1.1340196709827661,-0.5289806501795046
133,-2.5648269134571122,-1.2035522173384998
134,-2.6780588408359205,-0.8111519341035379
135,4.234044205769041,1.4553087306745907
136,-0.7485998941225205,-0.42942794629125436
137,1.4673328967823502,0.4659914121666704
138,-1.8753126767878072,-1.2579404853666925
139,-1.7599668890095488,-0.8847878008814899
140,0.8619602362898814,-0.0047963825853525495
141,1.5200864780847316,0.7116411121720956
142,-0.7869194683234898,-0.3292596299169428
143,0.17830630193780983,-0.009991502117709647
144,-1.3930388022794489,-1.0830084154127553
145,0.5795415157639228,0.6258435035486457
146,-0.14331170414252725,-0.14650132225228796
147,-0.841767276447978,-0.5397170847713733
148,-0.09665567396076724,0.23119656701771338
149,0.3056916516789451,0.7636391500211803
150,0.7853557928684288,1.196624420991882
151,-0.9053198054390955,-0.6707707666465443
152,-0.8232822591883013,-0.07983349044445266
153,0.4648717185677523,0.4450942504702264
154,-0.33834142007704204,0.20002626118939223
155,-0.9316426719542674,0.3449473335498008
156,1.35661536977295,-0.6170904751302762
157,0.6615063035542846,-0.13415036458766744
158,-0.4988080740407952,0.10182854961872463
159,-0.3792008452245448,0.5211120931992255
160,-1.5441040723560795,0.5042837167762433
161,-0.854057762206766,0.4318549864821761
